Game Order,Team,Date,Turnovers,Opponent Turnovers,Penalties,Penalty Yards,Opponent Penalties,Opponent Penalty Yards,Field Goals Made,Opponent Field Goals Made,3rd Down %,Oppoenent 3rd Down %,Day of Week,Game Number,Week,Home/Away,Opponent,Result,1st Downs,1st Downs by Rush,1st Downs by Pass,1st Downs by Pen,3rd Down Attempts,3rd Down Conversions,3rd Down Conversion %,4th Down Attempts,4th Down Conversions,4th Down Conversion %,Opponent Total Yards,Opponent Turnovers,Penalties,Penalty Yards,Opponent Penalties,Opponent Penalty Yards,Combined Penalties,Combined Penalty Yards,Opponent TD,Opponent XPA,Opponent XPM,Opponent Field Goals Attempted,Opponent Field Goals Made,Opponent Safeties,Total Yards,Offensive Plays,Yards per Play,Defensive Plays,Defensive Yards per Play,Turnovers,Time of Possession,Time,Opponent 1st Downs,Opponent 1st Downs by Rush,Opponent 1st Downs by Pass,Opponent 1st Downs by Penalty,Opponent 3rd Down Attempts,Opponent 3rd Down Conversions,Opponent 3rd Down Conversion %,Opponent 4th Down Attempts,Opponent 4th Down Conversions,Opponent 4th Down Conversion %,Total TD,XPA,XPM,Field Goals Attempted,Field Goals Made,2PA,2PM,Safeties
11,CLE,2014-11-23,3,2,5,30,7,40,4,1,40.0,56.3,Sun,11,12,@,ATL,W 26-24,29,10,16,3,10,4,40.0,0,0,,315,2,5,30,7,40,12,70,3,3,3,1,1,0,475,71,6.69,69,4.57,3,30:37,3:05,21,5,15,1,16,9,56.3,0,0,,2,2,2,5,4,0,0,0
12,CLE,2014-11-30,3,2,10,76,6,45,1,4,25.0,13.3,Sun,12,13,@,BUF,L 10-26,19,4,13,2,12,3,25.0,1,0,0.0,287,2,10,76,6,45,16,121,2,2,2,5,4,0,315,66,4.77,62,4.63,3,29:05,3:13,15,2,9,4,15,2,13.3,2,2,100.0,1,1,1,2,1,0,0,0
13,CLE,2014-12-07,2,4,7,85,6,40,1,2,26.7,31.3,Sun,13,14,,IND,L 24-25,14,6,7,1,15,4,26.7,0,0,,362,4,7,85,6,40,13,125,3,1,1,2,2,0,248,63,3.94,76,4.76,2,31:56,3:28,23,6,14,3,16,5,31.3,1,1,100.0,3,3,3,2,1,0,0,0
14,CLE,2014-12-14,2,1,9,68,5,41,0,3,10.0,50.0,Sun,14,15,,CIN,L 0-30,5,1,2,2,10,1,10.0,1,1,100.0,347,1,9,68,5,41,14,109,3,3,3,3,3,0,107,38,2.82,71,4.89,2,21:08,2:50,24,16,6,2,14,7,50.0,2,2,100.0,0,0,0,0,0,0,0,0
15,CLE,2014-12-21,1,2,6,49,5,49,2,1,25.0,56.3,Sun,15,16,@,CAR,L 13-17,8,3,4,1,12,3,25.0,0,0,,404,2,6,49,5,49,11,98,2,2,2,2,1,0,228,46,4.96,77,5.25,1,21:57,3:02,27,12,12,3,16,9,56.3,0,0,,1,1,1,2,2,0,0,0
16,CLE,2014-12-28,2,0,7,58,8,55,1,2,23.1,30.8,Sun,16,17,@,BAL,L 10-20,16,3,10,3,13,3,23.1,1,1,100.0,419,0,7,58,8,55,15,113,2,2,2,2,2,0,259,61,4.25,65,6.45,2,30:43,3:05,22,5,14,3,13,4,30.8,1,0,0.0,1,1,1,1,1,0,0,0
17,CLE,2015-09-13,5,1,12,109,4,30,1,1,50.0,53.8,Sun,1,1,@,NYJ,L 10-31,15,5,10,0,16,8,50.0,2,1,50.0,333,1,12,109,4,30,16,139,4,4,4,1,1,0,321,63,5.10,60,5.55,5,31:40,3:00,18,9,9,0,13,7,53.8,1,0,0.0,1,1,1,1,1,0,0,0
18,CLE,2015-09-20,0,3,4,40,9,85,0,0,36.4,43.8,Sun,2,2,,TEN,W 28-14,13,7,5,1,11,4,36.4,1,0,0.0,385,3,4,40,9,85,13,125,2,2,2,0,0,0,274,47,5.83,74,5.20,0,24:49,3:05,21,6,14,1,16,7,43.8,2,2,100.0,4,4,4,0,0,0,0,0
19,CLE,2015-09-27,2,1,6,50,12,85,2,2,50.0,42.9,Sun,3,3,,OAK,L 20-27,21,2,16,3,16,8,50.0,1,1,100.0,469,1,6,50,12,85,18,135,3,3,3,2,2,0,355,68,5.22,62,7.56,2,27:31,3:20,19,6,11,2,14,6,42.9,0,0,,2,2,2,2,2,0,0,0
20,CLE,2015-10-04,1,0,12,91,6,31,4,3,30.8,27.3,Sun,4,4,@,SDG,L 27-30,20,2,16,2,13,4,30.8,0,0,,438,0,12,91,6,31,18,122,3,3,3,3,3,0,432,66,6.55,61,7.18,1,34:19,3:15,23,3,15,5,11,3,27.3,0,0,,2,1,1,4,4,1,1,0
21,CLE,2015-10-11,0,0,9,74,12,98,4,1,63.2,35.7,Sun,5,5,@,BAL,W 33-30 (OT),25,4,18,3,19,12,63.2,0,0,,377,0,9,74,12,98,21,172,4,3,3,2,1,0,505,80,6.31,67,5.63,0,39:16,3:40,22,10,9,3,14,5,35.7,0,0,,3,1,1,4,4,2,1,0
22,CLE,2015-10-18,3,3,6,30,8,81,1,4,40.0,22.2,Sun,6,6,,DEN,L 23-26 (OT),20,8,10,2,15,6,40.0,1,0,0.0,442,3,6,30,8,81,14,111,2,2,2,5,4,0,298,76,3.92,81,5.46,3,33:20,3:44,21,6,15,0,18,4,22.2,1,1,100.0,3,2,2,1,1,1,0,0
23,CLE,2015-10-25,4,1,11,98,9,75,2,1,25.0,11.1,Sun,7,7,@,STL,L 6-24,19,3,12,4,12,3,25.0,1,0,0.0,308,1,11,98,9,75,20,173,3,3,3,3,1,0,364,65,5.60,51,6.04,4,35:33,2:58,16,9,5,2,9,1,11.1,0,0,,0,0,0,2,2,0,0,0
24,CLE,2015-11-01,2,4,7,35,5,25,0,2,56.3,81.3,Sun,8,8,,ARI,L 20-34,16,1,12,3,16,9,56.3,1,0,0.0,491,4,7,35,5,25,12,60,4,4,4,2,2,0,254,61,4.16,77,6.38,2,25:37,3:20,25,6,17,2,16,13,81.3,0,0,,3,3,2,0,0,0,0,0
25,CLE,2015-11-05,0,0,4,28,2,20,1,1,30.8,57.1,Thu,9,9,@,CIN,L 10-31,13,4,9,0,13,4,30.8,2,1,50.0,371,0,4,28,2,20,6,48,4,4,4,1,1,0,213,53,4.02,66,5.62,0,23:57,2:51,23,8,13,2,14,8,57.1,1,1,100.0,1,1,1,1,1,0,0,0
26,CLE,2015-11-15,3,2,12,188,5,50,1,3,38.5,30.0,Sun,10,10,@,PIT,L 9-30,20,2,16,2,13,5,38.5,3,1,33.3,459,2,12,188,5,50,17,238,3,2,1,3,3,0,342,65,5.26,59,7.78,3,32:43,3:08,22,4,13,5,10,3,30.0,1,0,0.0,1,1,0,1,1,0,0,0
27,CLE,2015-11-30,0,2,2,15,7,50,2,2,26.7,18.2,Mon,11,12,,BAL,L 27-33,21,4,15,2,15,4,26.7,2,2,100.0,336,2,2,15,7,50,9,65,4,3,3,2,2,0,338,68,4.97,57,5.89,0,30:30,3:10,16,6,10,0,11,2,18.2,2,2,100.0,3,3,3,3,2,0,0,0
28,CLE,2015-12-06,2,0,7,84,5,55,1,3,46.2,41.7,Sun,12,13,,CIN,L 3-37,18,5,10,3,13,6,46.2,2,0,0.0,377,0,7,84,5,55,12,139,4,4,4,3,3,0,273,60,4.55,56,6.73,2,29:02,2:58,20,9,9,2,12,5,41.7,3,2,66.7,0,0,0,2,1,0,0,0
29,CLE,2015-12-13,2,0,8,71,5,40,1,1,50.0,15.4,Sun,13,14,,SFO,W 24-10,28,11,14,3,12,6,50.0,0,0,,221,0,8,71,5,40,13,111,1,1,1,1,1,0,481,74,6.50,54,4.09,2,37:39,2:59,15,4,8,3,13,2,15.4,3,1,33.3,3,3,3,2,1,0,0,0
30,CLE,2015-12-20,1,0,4,40,5,30,2,3,50.0,75.0,Sun,14,15,@,SEA,L 13-30,15,5,9,1,12,6,50.0,0,0,,423,0,4,40,5,30,9,70,3,3,3,3,3,0,230,52,4.42,68,6.22,1,25:27,2:56,28,12,14,2,12,9,75.0,0,0,,1,1,1,2,2,0,0,0
31,CLE,2015-12-27,1,1,8,83,5,33,2,1,40.0,33.3,Sun,15,16,@,KAN,L 13-17,21,13,8,0,15,6,40.0,4,3,75.0,258,1,8,83,5,33,13,116,2,2,2,1,1,0,368,68,5.41,50,5.16,1,31:04,2:59,16,6,8,2,12,4,33.3,1,1,100.0,1,1,1,3,2,0,0,0
32,CLE,2016-01-03,4,3,8,47,9,45,4,2,25.0,25.0,Sun,16,17,,PIT,L 12-28,22,5,12,5,16,4,25.0,4,1,25.0,379,3,8,47,9,45,17,92,3,2,2,3,2,0,263,76,3.46,55,6.89,4,33:57,3:08,16,0,16,0,8,2,25.0,0,0,,0,0,0,4,4,0,0,0
33,CLE,2016-09-11,1,0,4,15,7,46,1,2,20.0,33.3,Sun,1,1,@,PHI,L 10-29,14,6,7,1,10,2,20.0,2,0,0.0,403,0,4,15,7,46,11,61,3,3,3,3,2,1,288,50,5.76,73,5.52,1,20:40,2:59,23,7,14,2,15,5,33.3,1,1,100.0,1,1,1,1,1,0,0,0
34,CLE,2016-09-18,2,2,8,59,4,29,0,3,53.3,62.5,Sun,2,2,,BAL,L 20-25,17,2,15,0,15,8,53.3,1,1,100.0,382,2,8,59,4,29,12,88,2,2,2,3,3,0,387,59,6.56,71,5.38,2,29:01,3:09,22,3,17,2,16,10,62.5,1,0,0.0,3,3,2,1,0,0,0,0
35,CLE,2016-09-25,1,3,13,91,8,67,3,1,26.7,20.0,Sun,3,3,@,MIA,L 24-30 (OT),21,8,10,3,15,4,26.7,0,0,,426,3,13,91,8,67,21,158,4,3,3,1,1,0,430,74,5.81,65,6.55,1,37:22,3:31,23,6,15,2,10,2,20.0,0,0,,2,1,1,6,3,1,1,0
36,CLE,2016-10-02,3,1,7,101,9,75,2,1,66.7,50.0,Sun,4,4,@,WAS,L 20-31,26,8,16,2,12,8,66.7,1,0,0.0,301,1,7,101,9,75,16,176,4,4,4,1,1,0,380,69,5.51,56,5.38,3,28:57,3:04,24,10,12,2,8,4,50.0,0,0,,2,2,2,2,2,0,0,0
37,CLE,2016-10-09,1,0,5,35,5,61,0,1,38.5,52.9,Sun,5,5,,NWE,L 13-33,17,2,12,3,13,5,38.5,1,0,0.0,501,0,5,35,5,61,10,96,4,4,4,2,1,1,262,59,4.44,77,6.51,1,25:21,3:09,24,7,15,2,17,9,52.9,1,0,0.0,2,1,1,0,0,1,0,0
38,CLE,2016-10-16,0,1,11,69,7,96,2,0,21.4,53.8,Sun,6,6,@,TEN,L 26-28,16,1,13,2,14,3,21.4,2,2,100.0,407,1,11,69,7,96,18,165,4,4,4,1,0,0,341,63,5.41,57,7.14,0,28:59,3:12,19,5,13,1,13,7,53.8,0,0,,3,2,2,2,2,1,0,0
39,CLE,2016-10-23,2,1,5,35,3,30,1,1,42.9,50.0,Sun,7,7,@,CIN,L 17-31,22,10,11,1,14,6,42.9,0,0,,559,1,5,35,3,30,8,65,4,4,4,3,1,0,352,63,5.59,61,9.16,2,31:48,2:50,23,11,12,0,10,5,50.0,0,0,,2,2,2,1,1,0,0,0
40,CLE,2016-10-30,2,0,2,10,5,37,2,1,50.0,46.7,Sun,8,8,,NYJ,L 28-31,22,4,17,1,16,8,50.0,0,0,,393,0,2,10,5,37,7,47,4,4,4,1,1,0,407,70,5.81,71,5.54,2,26:19,3:15,21,8,12,1,15,7,46.7,1,1,100.0,3,2,2,2,2,1,1,0
41,CLE,2016-11-06,0,0,5,33,4,38,1,0,11.1,66.7,Sun,9,9,,DAL,L 10-35,13,3,9,1,9,1,11.1,1,1,100.0,423,0,5,33,4,38,9,71,5,5,5,0,0,0,222,44,5.05,70,6.04,0,20:21,2:49,29,13,15,1,12,8,66.7,2,2,100.0,1,1,1,2,1,0,0,0
42,CLE,2016-11-10,3,2,3,35,6,61,0,2,20.0,58.3,Thu,10,10,@,BAL,L 7-28,11,1,9,1,10,2,20.0,0,0,,396,2,3,35,6,61,9,96,3,2,2,2,2,0,144,48,3.00,77,5.14,3,21:24,2:58,29,7,19,3,12,7,58.3,0,0,,1,1,1,0,0,0,0,0
43,CLE,2016-11-20,2,0,9,52,8,70,1,3,26.7,41.7,Sun,11,11,,PIT,L 9-24,17,2,11,4,15,4,26.7,5,5,100.0,313,0,9,52,8,70,17,122,2,1,1,3,3,0,209,62,3.37,64,4.89,2,26:02,3:04,24,9,12,3,12,5,41.7,1,1,100.0,1,1,0,1,1,0,0,0
44,CLE,2016-11-27,3,1,5,35,9,100,2,0,21.4,30.8,Sun,12,12,,NYG,L 13-27,21,4,14,3,14,3,21.4,2,1,50.0,296,1,5,35,9,100,14,135,4,4,3,0,0,0,343,72,4.76,55,5.38,3,33:51,3:10,13,3,10,0,13,4,30.8,0,0,,1,1,1,2,2,0,0,0
45,CLE,2016-12-11,1,0,5,34,6,43,1,1,42.9,53.3,Sun,13,14,,CIN,L 10-23,13,6,6,1,14,6,42.9,1,1,100.0,360,0,5,34,6,43,11,77,3,3,2,2,1,0,254,53,4.79,70,5.14,1,25:07,2:54,21,9,12,0,15,8,53.3,0,0,,1,1,1,1,1,0,0,0
46,CLE,2016-12-18,0,0,4,51,5,42,2,2,27.3,44.4,Sun,14,15,@,BUF,L 13-33,16,6,8,2,11,3,27.3,1,1,100.0,451,0,4,51,5,42,9,93,4,4,3,2,2,0,269,54,4.98,66,6.83,0,25:41,2:53,29,16,12,1,9,4,44.4,1,0,0.0,1,1,1,2,2,0,0,0
47,CLE,2016-12-24,0,1,4,44,9,92,2,1,40.0,33.3,Sat,15,16,,SDG,W 20-17,23,8,10,5,15,6,40.0,1,1,100.0,356,1,4,44,9,92,13,136,2,2,2,3,1,0,251,66,3.80,65,5.48,0,32:29,3:15,19,2,15,2,15,5,33.3,2,2,100.0,2,2,2,2,2,0,0,0
48,CLE,2017-01-01,4,1,5,37,9,43,1,0,53.3,21.4,Sun,16,17,@,PIT,L 24-27 (OT),27,12,13,2,15,8,53.3,0,0,,312,1,5,37,9,43,14,80,4,3,3,0,0,0,437,77,5.68,69,4.52,4,38:54,3:26,21,5,15,1,14,3,21.4,2,2,100.0,3,3,3,2,1,0,0,0
49,CLE,2017-09-10,1,1,4,61,13,144,1,0,25.0,38.5,Sun,1,1,,PIT,L 18-21,20,3,12,5,12,3,25.0,2,2,100.0,290,1,4,61,13,144,17,205,3,3,3,0,0,0,237,62,3.82,54,5.37,1,31:10,2:59,16,1,13,2,13,5,38.5,0,0,,2,1,1,1,1,1,1,0
50,CLE,2017-09-17,5,2,11,65,7,45,1,1,16.7,36.4,Sun,2,2,@,BAL,L 10-24,20,6,12,2,12,2,16.7,2,1,50.0,337,2,11,65,7,45,18,110,3,3,3,2,1,0,386,66,5.85,68,4.96,5,26:36,3:17,24,7,16,1,11,4,36.4,0,0,,1,1,1,1,1,0,0,0
51,CLE,2017-09-24,3,1,10,113,11,99,0,1,38.5,47.1,Sun,3,3,@,IND,L 28-31,25,7,13,5,13,5,38.5,0,0,,335,1,10,113,11,99,21,212,4,4,4,1,1,0,346,69,5.01,63,5.32,3,26:33,3:18,16,6,7,3,17,8,47.1,0,0,,4,4,4,0,0,0,0,0
52,CLE,2017-10-01,1,1,4,28,8,66,0,1,31.3,54.5,Sun,4,4,,CIN,L 7-31,16,3,9,4,16,5,31.3,2,1,50.0,350,1,4,28,8,66,12,94,4,4,4,1,1,0,215,61,3.52,63,5.56,1,24:58,2:56,25,8,15,2,11,6,54.5,0,0,,1,1,1,1,0,0,0,0
53,CLE,2017-10-08,3,1,6,60,9,80,0,1,42.9,33.3,Sun,5,5,,NYJ,L 14-17,22,9,9,4,14,6,42.9,2,1,50.0,212,1,6,60,9,80,15,140,2,2,2,1,1,0,419,70,5.99,51,4.16,3,34:26,2:57,14,1,12,1,12,4,33.3,0,0,,2,2,2,2,0,0,0,0
54,CLE,2017-10-15,3,1,11,72,4,44,1,1,21.4,38.5,Sun,6,6,@,HOU,L 17-33,16,7,7,2,14,3,21.4,0,0,,340,1,11,72,4,44,15,116,4,3,2,1,1,1,247,63,3.92,63,5.40,3,30:56,2:59,18,4,12,2,13,5,38.5,0,0,,2,2,2,1,1,0,0,0
55,CLE,2017-10-22,3,1,12,81,5,35,3,4,23.1,29.4,Sun,7,7,,TEN,L 9-12 (OT),19,2,15,2,13,3,23.1,2,1,50.0,269,1,12,81,5,35,17,116,0,0,0,5,4,0,284,67,4.24,68,3.96,3,32:42,3:14,16,5,8,3,17,5,29.4,1,0,0.0,0,0,0,3,3,0,0,0
56,CLE,2017-10-29,2,1,5,74,5,58,1,4,30.8,37.5,Sun,8,8,,MIN,L 16-33,16,5,9,2,13,4,30.8,1,0,0.0,375,1,5,74,5,58,10,132,3,2,1,4,4,0,276,59,4.68,78,4.81,2,22:08,3:08,26,5,16,5,16,6,37.5,0,0,,2,2,1,2,1,0,0,0
57,CLE,2017-11-12,2,1,7,60,7,81,1,1,33.3,45.5,Sun,9,10,@,DET,L 24-38,26,14,9,3,15,5,33.3,4,4,100.0,345,1,7,60,7,81,14,141,5,5,5,1,1,0,413,77,5.36,49,7.04,2,34:34,3:06,16,7,9,0,11,5,45.5,0,0,,3,3,3,1,1,0,0,0
58,CLE,2017-11-19,5,1,0,0,6,40,0,2,23.1,30.0,Sun,10,11,,JAX,L 7-19,11,2,9,0,13,3,23.1,1,0,0.0,284,1,0,0,6,40,6,40,2,1,1,3,2,0,184,55,3.35,76,3.74,5,23:05,3:10,15,7,8,0,20,6,30.0,1,1,100.0,1,1,1,0,0,0,0,0
59,CLE,2017-11-26,0,0,7,69,4,35,3,3,40.0,40.0,Sun,11,12,@,CIN,L 16-30,21,12,8,1,15,6,40.0,3,2,66.7,361,0,7,69,4,35,11,104,3,3,3,3,3,0,405,67,6.04,59,6.12,0,29:28,2:54,23,9,12,2,10,4,40.0,0,0,,1,1,1,4,3,0,0,0
60,CLE,2017-12-03,2,0,4,24,5,62,1,4,45.5,53.3,Sun,12,13,@,LAC,L 10-19,17,7,7,3,11,5,45.5,1,0,0.0,429,0,4,24,5,62,9,86,1,1,1,5,4,0,291,57,5.11,69,6.22,2,25:03,3:02,23,4,19,0,15,8,53.3,1,1,100.0,1,1,1,1,1,0,0,0
61,CLE,2017-12-10,2,0,6,45,3,20,0,0,53.8,50.0,Sun,13,14,,GNB,L 21-27 (OT),17,5,12,0,13,7,53.8,0,0,,341,0,6,45,3,20,9,65,4,3,3,0,0,0,345,57,6.05,74,4.61,2,28:38,3:19,24,7,14,3,16,8,50.0,3,2,66.7,3,3,3,0,0,0,0,0
62,CLE,2017-12-17,4,0,6,35,7,57,1,2,35.7,43.8,Sun,14,15,,BAL,L 10-27,15,5,8,2,14,5,35.7,1,0,0.0,376,0,6,35,7,57,13,92,3,3,3,2,2,0,266,58,4.59,74,5.08,4,23:12,3:06,23,10,12,1,16,7,43.8,1,0,0.0,1,1,1,1,1,0,0,0
63,CLE,2017-12-24,3,0,8,60,4,25,1,0,30.8,43.8,Sun,15,16,@,CHI,L 3-20,12,4,8,0,13,4,30.8,1,0,0.0,258,0,8,60,4,25,12,85,3,3,2,0,0,0,254,57,4.46,59,4.37,3,26:46,2:59,16,7,7,2,16,7,43.8,1,1,100.0,0,0,0,1,1,0,0,0
64,CLE,2017-12-31,2,2,9,77,3,15,1,0,46.7,30.0,Sun,16,17,@,PIT,L 24-28,17,6,10,1,15,7,46.7,1,0,0.0,348,2,9,77,3,15,12,92,4,4,4,0,0,0,374,63,5.94,58,6.00,2,30:55,3:05,20,7,9,4,10,3,30.0,2,0,0.0,3,3,3,1,1,0,0,0
65,CLE,2018-09-09,1,6,11,87,12,116,0,0,27.8,46.7,Sun,1,1,,PIT,T 21-21 (OT),22,10,6,6,18,5,27.8,1,0,0.0,472,6,11,87,12,116,23,203,3,3,3,1,0,0,327,85,3.85,80,5.90,1,34:48,3:54,25,7,17,1,15,7,46.7,0,0,,3,3,3,1,0,0,0,0
66,CLE,2018-09-16,1,2,4,43,4,53,2,2,33.3,25.0,Sun,2,2,@,NOR,L 18-21,16,4,10,2,12,4,33.3,2,1,50.0,275,2,4,43,4,53,8,96,2,1,1,3,2,0,327,60,5.45,61,4.51,1,27:19,2:55,18,4,11,3,12,3,25.0,0,0,,2,2,0,4,2,0,0,0
67,CLE,2018-09-20,0,3,5,41,6,55,2,1,38.9,40.0,Thu,3,3,,NYJ,W 21-17,20,9,10,1,18,7,38.9,0,0,,268,3,5,41,6,55,11,96,2,2,2,1,1,0,323,74,4.36,63,4.25,0,30:52,3:13,14,5,9,0,15,6,40.0,1,1,100.0,2,1,1,2,2,1,1,0
68,CLE,2018-09-30,4,2,8,55,6,65,2,3,33.3,31.3,Sun,4,4,@,OAK,L 42-45 (OT),21,6,13,2,15,5,33.3,1,1,100.0,565,2,8,55,6,65,14,120,5,4,4,5,3,0,487,74,6.58,90,6.28,4,31:23,4:04,27,6,20,1,16,5,31.3,1,0,0.0,5,2,2,2,2,3,2,0
69,CLE,2018-10-07,1,2,10,66,4,41,2,3,31.6,25.0,Sun,5,5,,BAL,W 12-9 (OT),20,6,13,1,19,6,31.6,1,0,0.0,410,2,10,66,4,41,14,107,0,0,0,4,3,0,416,76,5.47,84,4.88,1,36:16,3:36,25,10,14,1,16,4,25.0,1,1,100.0,1,1,0,3,2,0,0,0
70,CLE,2018-10-14,2,1,6,53,10,72,2,1,37.5,11.1,Sun,6,6,,LAC,L 14-38,18,4,13,1,16,6,37.5,3,1,33.3,449,1,6,53,10,72,16,125,5,5,5,1,1,0,317,72,4.40,58,7.74,2,28:23,3:07,24,15,7,2,9,1,11.1,0,0,,1,0,0,2,2,1,1,0
71,CLE,2018-10-21,1,4,14,114,8,65,0,2,21.4,46.2,Sun,7,7,@,TAM,L 23-26 (OT),17,7,8,2,14,3,21.4,2,0,0.0,456,4,14,114,8,65,22,179,3,3,2,3,2,0,305,62,4.92,88,5.18,1,30:27,3:40,34,8,20,6,13,6,46.2,1,1,100.0,3,3,3,0,0,0,0,1
72,CLE,2018-10-28,1,2,7,52,8,60,2,1,23.1,46.2,Sun,8,8,@,PIT,L 18-33,17,5,9,3,13,3,23.1,1,1,100.0,421,2,7,52,8,60,15,112,4,4,4,1,1,1,237,59,4.02,68,6.19,1,27:48,3:04,25,10,14,1,13,6,46.2,1,1,100.0,2,1,0,3,2,1,0,0
73,CLE,2018-11-04,1,1,4,20,11,86,1,1,38.5,60.0,Sun,9,9,,KAN,L 21-37,26,6,17,3,13,5,38.5,3,2,66.7,499,1,4,20,11,86,15,106,5,5,4,1,1,0,388,70,5.54,58,8.60,1,30:51,3:06,27,10,15,2,10,6,60.0,0,0,,3,0,0,1,1,3,0,0
74,CLE,2018-11-11,1,2,7,38,1,5,0,1,50.0,35.7,Sun,10,10,,ATL,W 28-16,19,6,13,0,8,4,50.0,0,0,,382,2,7,38,1,5,8,43,2,1,1,1,1,0,427,50,8.54,73,5.23,1,28:37,2:49,25,5,19,1,14,5,35.7,4,2,50.0,4,4,4,0,0,0,0,0
