Game Order,Team,Date,Turnovers,Opponent Turnovers,Penalties,Penalty Yards,Opponent Penalties,Opponent Penalty Yards,Field Goals Made,Opponent Field Goals Made,3rd Down %,Oppoenent 3rd Down %,Day of Week,Game Number,Week,Home/Away,Opponent,Result,1st Downs,1st Downs by Rush,1st Downs by Pass,1st Downs by Pen,3rd Down Attempts,3rd Down Conversions,3rd Down Conversion %,4th Down Attempts,4th Down Conversions,4th Down Conversion %,Opponent Total Yards,Opponent Turnovers,Penalties,Penalty Yards,Opponent Penalties,Opponent Penalty Yards,Combined Penalties,Combined Penalty Yards,Opponent TD,Opponent XPA,Opponent XPM,Opponent Field Goals Attempted,Opponent Field Goals Made,Opponent Safeties,Total Yards,Offensive Plays,Yards per Play,Defensive Plays,Defensive Yards per Play,Turnovers,Time of Possession,Time,Opponent 1st Downs,Opponent 1st Downs by Rush,Opponent 1st Downs by Pass,Opponent 1st Downs by Penalty,Opponent 3rd Down Attempts,Opponent 3rd Down Conversions,Opponent 3rd Down Conversion %,Opponent 4th Down Attempts,Opponent 4th Down Conversions,Opponent 4th Down Conversion %,Total TD,XPA,XPM,Field Goals Attempted,Field Goals Made,2PA,2PM,Safeties
30,NWE,2015-12-20,1,3,5,35,3,29,4,1,43.8,25.0,Sun,14,15,,TEN,W 33-16,17,4,12,1,16,7,43.8,0,0,,282,3,5,35,3,29,8,64,2,2,1,1,1,0,346,63,5.49,60,4.70,1,29:37,3:06,15,3,11,1,12,3,25.0,1,0,0.0,3,3,3,5,4,0,0,0
31,NWE,2015-12-27,1,1,1,7,6,39,2,2,10.0,38.5,Sun,15,16,@,NYJ,L 20-26 (OT),16,2,13,1,10,1,10.0,3,3,100.0,428,1,1,7,6,39,7,46,3,2,2,2,2,0,284,55,5.16,69,6.20,1,28:33,3:05,24,6,17,1,13,5,38.5,0,0,,2,2,2,2,2,0,0,0
32,NWE,2016-01-03,0,0,7,41,10,93,1,2,28.6,47.1,Sun,16,17,@,MIA,L 10-20,12,4,3,5,14,4,28.6,1,0,0.0,438,0,7,41,10,93,17,134,2,2,2,3,2,0,196,54,3.63,73,6.00,0,28:55,3:06,20,4,16,0,17,8,47.1,1,0,0.0,1,1,1,2,1,0,0,0
33,NWE,2016-09-11,2,0,8,69,6,58,3,0,62.5,50.0,Sun,1,1,@,ARI,W 23-21,19,7,11,1,16,10,62.5,0,0,,344,0,8,69,6,58,14,127,3,3,3,1,0,0,363,66,5.50,59,5.83,2,33:59,3:03,21,6,14,1,12,6,50.0,0,0,,2,2,2,3,3,0,0,0
34,NWE,2016-09-18,1,4,7,65,5,49,1,1,50.0,50.0,Sun,2,2,,MIA,W 31-24,29,11,15,3,14,7,50.0,0,0,,457,4,7,65,5,49,12,114,3,3,3,1,1,0,463,75,6.17,61,7.49,1,36:46,3:08,23,2,19,2,10,5,50.0,1,0,0.0,4,4,4,2,1,0,0,0
35,NWE,2016-09-22,0,3,3,15,6,43,2,0,28.6,40.0,Thu,3,3,,HOU,W 27-0,15,8,4,3,14,4,28.6,0,0,,284,3,3,15,6,43,9,58,0,0,0,0,0,0,282,59,4.78,70,4.06,0,28:38,3:02,19,9,10,0,15,6,40.0,3,0,0.0,3,3,3,2,2,0,0,0
36,NWE,2016-10-02,1,0,9,74,6,60,0,3,8.3,46.7,Sun,4,4,,BUF,L 0-16,13,3,10,0,12,1,8.3,3,2,66.7,378,0,9,74,6,60,15,134,1,1,1,4,3,0,277,52,5.33,73,5.18,1,23:49,2:50,24,7,15,2,15,7,46.7,0,0,,0,0,0,1,0,0,0,0
37,NWE,2016-10-09,0,1,5,61,5,35,1,0,52.9,38.5,Sun,5,5,@,CLE,W 33-13,24,7,15,2,17,9,52.9,1,0,0.0,262,1,5,61,5,35,10,96,2,1,1,0,0,0,501,77,6.51,59,4.44,0,34:39,3:09,17,2,12,3,13,5,38.5,1,0,0.0,4,4,4,2,1,0,0,1
38,NWE,2016-10-16,0,0,6,55,7,46,2,1,40.0,41.7,Sun,6,6,,CIN,W 35-17,25,5,17,3,10,4,40.0,1,1,100.0,357,0,6,55,7,46,13,101,2,2,2,1,1,0,437,61,7.16,65,5.49,0,27:57,3:03,20,7,12,1,12,5,41.7,2,1,50.0,4,4,3,2,2,0,0,1
39,NWE,2016-10-23,2,1,4,40,10,85,0,3,58.3,31.3,Sun,7,7,@,PIT,W 27-16,21,11,9,1,12,7,58.3,0,0,,375,1,4,40,10,85,14,125,1,1,1,5,3,0,362,55,6.58,69,5.43,2,27:31,3:05,17,5,11,1,16,5,31.3,2,1,50.0,4,4,3,0,0,0,0,0
40,NWE,2016-10-30,0,0,10,116,12,84,2,1,69.2,30.8,Sun,8,8,@,BUF,W 41-25,23,2,15,6,13,9,69.2,0,0,,376,0,10,116,12,84,22,200,3,2,2,2,1,0,357,61,5.85,68,5.53,0,29:51,3:17,25,8,11,6,13,4,30.8,4,2,50.0,5,5,5,2,2,0,0,0
41,NWE,2016-11-13,2,0,7,61,8,60,1,4,60.0,50.0,Sun,9,10,,SEA,L 24-31,25,8,13,4,10,6,60.0,1,0,0.0,420,0,7,61,8,60,15,121,3,2,1,4,4,0,385,62,6.21,66,6.36,2,29:35,3:12,23,3,18,2,12,6,50.0,0,0,,3,3,3,1,1,0,0,0
42,NWE,2016-11-20,0,0,5,40,10,68,1,1,50.0,35.7,Sun,10,11,@,SFO,W 30-17,28,9,14,5,16,8,50.0,1,1,100.0,299,0,5,40,10,68,15,108,2,2,2,1,1,0,444,71,6.25,62,4.82,0,29:12,3:06,20,8,11,1,14,5,35.7,0,0,,4,4,3,1,1,0,0,0
43,NWE,2016-11-27,0,2,2,15,6,66,3,1,28.6,45.5,Sun,11,12,@,NYJ,W 22-17,26,6,18,2,14,4,28.6,1,1,100.0,333,2,2,15,6,66,8,81,2,2,2,2,1,0,377,71,5.31,56,5.95,0,30:36,3:04,16,5,10,1,11,5,45.5,0,0,,2,1,1,4,3,1,0,0
44,NWE,2016-12-04,0,2,8,46,4,30,4,1,25.0,8.3,Sun,12,13,,LAR,W 26-10,20,6,14,0,16,4,25.0,2,2,100.0,162,2,8,46,4,30,12,76,1,1,1,1,1,0,402,75,5.36,49,3.31,0,37:57,2:58,7,2,5,0,12,1,8.3,1,1,100.0,2,2,2,4,4,0,0,0
45,NWE,2016-12-12,3,1,5,48,8,47,0,3,50.0,37.5,Mon,13,14,,BAL,W 30-23,20,6,13,1,16,8,50.0,1,1,100.0,348,1,5,48,8,47,13,95,2,2,2,4,3,0,496,65,7.63,68,5.12,3,29:14,3:20,17,3,13,1,16,6,37.5,0,0,,4,4,4,0,0,0,0,1
46,NWE,2016-12-18,0,3,4,30,5,49,3,1,29.4,16.7,Sun,14,15,@,DEN,W 16-3,20,6,11,3,17,5,29.4,1,0,0.0,309,3,4,30,5,49,9,79,0,0,0,1,1,0,313,73,4.29,61,5.07,0,33:36,2:56,15,4,10,1,12,2,16.7,1,0,0.0,1,1,1,3,3,0,0,0
47,NWE,2016-12-24,0,4,3,20,6,77,2,1,61.1,9.1,Sat,15,16,,NYJ,W 41-3,21,6,12,3,18,11,61.1,0,0,,239,4,3,20,6,77,9,97,0,0,0,2,1,0,325,70,4.64,55,4.35,0,34:43,2:48,14,7,6,1,11,1,9.1,3,2,66.7,5,5,5,2,2,0,0,0
48,NWE,2017-01-01,0,2,7,64,9,73,2,0,58.3,58.3,Sun,16,17,@,MIA,W 35-14,22,8,12,2,12,7,58.3,0,0,,280,2,7,64,9,73,16,137,2,2,2,0,0,0,396,63,6.29,57,4.91,0,31:22,2:53,16,3,13,0,12,7,58.3,0,0,,4,3,3,3,2,1,1,0
49,NWE,2017-09-07,0,1,6,55,15,139,2,0,33.3,36.4,Thu,1,1,,KAN,L 27-42,25,10,11,4,15,5,33.3,2,0,0.0,537,1,6,55,15,139,21,194,6,6,6,0,0,0,371,74,5.01,65,8.26,0,29:46,3:37,26,8,17,1,11,4,36.4,0,0,,3,3,3,2,2,0,0,0
50,NWE,2017-09-17,0,0,9,66,5,35,3,2,50.0,33.3,Sun,2,2,@,NOR,W 36-20,29,8,19,2,12,6,50.0,0,0,,429,0,9,66,5,35,14,101,2,2,2,3,2,0,555,72,7.71,63,6.81,0,35:06,3:06,20,5,15,0,12,4,33.3,2,1,50.0,4,4,3,3,3,0,0,0
51,NWE,2017-09-24,1,2,5,69,10,60,0,4,46.2,42.9,Sun,3,3,,HOU,W 36-33,21,1,16,4,13,6,46.2,0,0,,417,2,5,69,10,60,15,129,3,3,3,4,4,0,396,60,6.60,67,6.22,1,26:22,3:19,23,7,13,3,14,6,42.9,0,0,,5,4,4,0,0,1,1,0
52,NWE,2017-10-01,0,2,7,55,1,33,3,2,50.0,66.7,Sun,4,4,,CAR,L 30-33,24,5,18,1,14,7,50.0,2,2,100.0,444,2,7,55,1,33,8,88,4,4,3,2,2,0,373,67,5.57,60,7.40,0,31:07,3:00,28,7,18,3,9,6,66.7,0,0,,3,3,3,3,3,0,0,0
53,NWE,2017-10-05,2,0,12,108,9,70,4,0,33.3,30.8,Thu,5,5,@,TAM,W 19-14,23,5,15,3,12,4,33.3,0,0,,409,0,12,108,9,70,21,178,2,2,2,3,0,0,402,66,6.09,68,6.01,2,30:50,3:13,26,5,17,4,13,4,30.8,0,0,,1,1,1,4,4,0,0,0
54,NWE,2017-10-15,2,3,6,45,6,69,1,1,53.8,52.9,Sun,6,6,@,NYJ,W 24-17,23,6,13,4,13,7,53.8,0,0,,408,3,6,45,6,69,12,114,2,2,2,1,1,0,375,63,5.95,75,5.44,2,26:20,3:10,23,6,15,2,17,9,52.9,3,1,33.3,3,3,3,2,1,0,0,0
55,NWE,2017-10-22,0,0,8,65,6,40,3,0,53.8,22.2,Sun,7,7,,ATL,W 23-7,25,9,13,3,13,7,53.8,0,0,,343,0,8,65,6,40,14,105,1,1,1,2,0,0,403,67,6.01,56,6.13,0,34:05,2:55,21,8,13,0,9,2,22.2,3,1,33.3,2,2,2,3,3,0,0,0
56,NWE,2017-10-29,0,1,6,80,10,77,4,0,47.4,30.0,Sun,8,8,,LAC,W 21-13,27,5,19,3,19,9,47.4,1,1,100.0,349,1,6,80,10,77,16,157,2,1,1,1,0,0,414,82,5.05,52,6.71,0,36:59,2:59,16,5,10,1,10,3,30.0,1,1,100.0,1,1,1,6,4,0,0,1
57,NWE,2017-11-12,0,2,1,5,5,28,2,3,36.4,53.3,Sun,9,10,@,DEN,W 41-16,28,6,18,4,11,4,36.4,3,1,33.3,339,2,1,5,5,28,6,33,1,1,1,3,3,0,396,67,5.91,61,5.56,0,29:43,3:00,17,5,11,1,15,8,53.3,0,0,,5,5,5,2,2,0,0,0
58,NWE,2017-11-19,0,2,2,10,8,66,4,0,50.0,46.7,Sun,10,11,@,OAK,W 33-8,25,5,16,4,10,5,50.0,0,0,,344,2,2,10,8,66,10,76,1,0,0,0,0,0,421,58,7.26,71,4.85,0,27:37,3:06,21,7,13,1,15,7,46.7,4,2,50.0,3,3,3,4,4,0,0,0
59,NWE,2017-11-26,2,3,7,70,6,52,0,1,41.7,18.2,Sun,11,12,,MIA,W 35-17,25,9,11,5,12,5,41.7,2,1,50.0,221,3,7,70,6,52,13,122,2,2,2,1,1,0,417,67,6.22,60,3.68,2,32:41,3:11,15,5,9,1,11,2,18.2,3,2,66.7,5,5,5,0,0,0,0,0
60,NWE,2017-12-03,1,1,9,66,3,34,3,1,41.7,38.5,Sun,12,13,@,BUF,W 23-3,23,8,15,0,12,5,41.7,0,0,,268,1,9,66,3,34,12,100,0,0,0,1,1,0,435,68,6.40,64,4.19,1,34:01,2:57,16,12,3,1,13,5,38.5,3,0,0.0,2,2,2,3,3,0,0,0
61,NWE,2017-12-11,2,0,9,78,8,102,2,2,0.0,28.6,Mon,13,14,@,MIA,L 20-27,14,2,9,3,11,0,0.0,0,0,,362,0,9,78,8,102,17,180,3,3,3,2,2,0,248,55,4.51,70,5.17,2,23:51,3:18,21,6,13,2,14,4,28.6,1,1,100.0,2,2,2,2,2,0,0,0
62,NWE,2017-12-17,1,1,2,4,6,63,2,1,33.3,62.5,Sun,14,15,@,PIT,W 27-24,21,5,14,2,9,3,33.3,1,1,100.0,413,1,2,4,6,63,8,67,3,3,3,1,1,0,360,56,6.43,63,6.56,1,24:53,2:54,21,7,14,0,16,10,62.5,0,0,,3,2,1,2,2,1,1,0
63,NWE,2017-12-24,1,0,2,10,4,83,3,3,45.5,47.1,Sun,15,16,,BUF,W 37-16,28,13,13,2,11,5,45.5,1,1,100.0,326,0,2,10,4,83,6,93,1,1,1,4,3,0,411,68,6.04,68,4.79,1,31:44,3:03,17,4,12,1,17,8,47.1,2,0,0.0,4,4,4,3,3,0,0,0
64,NWE,2017-12-31,0,0,4,49,9,84,1,2,26.7,0.0,Sun,16,17,,NYJ,W 26-6,28,10,12,6,15,4,26.7,1,1,100.0,247,0,4,49,9,84,13,133,0,0,0,3,2,0,330,80,4.13,59,4.19,0,34:49,3:08,14,1,11,2,12,0,0.0,1,1,100.0,3,3,3,1,1,0,0,1
65,NWE,2018-09-09,3,2,6,36,6,44,2,2,28.6,18.2,Sun,1,1,,HOU,W 27-20,23,5,16,2,14,4,28.6,1,1,100.0,325,2,6,36,6,44,12,80,2,2,2,2,2,0,389,72,5.40,71,4.58,3,31:10,3:12,21,10,8,3,11,2,18.2,1,0,0.0,3,3,3,2,2,0,0,0
66,NWE,2018-09-16,1,2,2,25,7,71,2,1,33.3,71.4,Sun,2,2,@,JAX,L 20-31,18,5,12,1,12,4,33.3,0,0,,480,2,2,25,7,71,9,96,4,4,4,1,1,0,302,61,4.95,69,6.96,1,29:14,3:02,27,5,22,0,14,10,71.4,0,0,,2,2,2,3,2,0,0,0
67,NWE,2018-09-23,1,1,5,38,6,70,1,4,22.2,50.0,Sun,3,3,@,DET,L 10-26,12,7,4,1,9,2,22.2,1,0,0.0,414,1,5,38,6,70,11,108,2,2,2,4,4,0,209,47,4.45,70,5.91,1,20:45,2:47,25,8,16,1,14,7,50.0,0,0,,1,1,1,1,1,0,0,0
68,NWE,2018-09-30,2,2,6,57,10,89,1,0,66.7,27.3,Sun,4,4,,MIA,W 38-7,26,10,13,3,15,10,66.7,0,0,,172,2,6,57,10,89,16,146,1,1,1,0,0,0,449,75,5.99,45,3.82,2,36:22,2:56,11,1,8,2,11,3,27.3,1,1,100.0,5,5,5,1,1,0,0,0
69,NWE,2018-10-04,2,3,7,50,4,35,1,1,50.0,46.7,Thu,5,5,,IND,W 38-24,26,7,18,1,10,5,50.0,0,0,,439,3,7,50,4,35,11,85,3,3,3,2,1,0,438,67,6.54,81,5.42,2,27:34,3:14,26,5,20,1,15,7,46.7,3,2,66.7,5,5,5,1,1,0,0,0
70,NWE,2018-10-14,1,2,0,0,5,58,5,4,53.8,40.0,Sun,6,6,,KAN,W 43-40,31,15,14,2,13,7,53.8,1,0,0.0,446,2,0,0,5,58,5,58,4,4,4,4,4,0,500,75,6.67,53,8.42,1,36:09,3:07,18,4,14,0,10,4,40.0,1,1,100.0,4,4,4,5,5,0,0,0
71,NWE,2018-10-21,3,2,7,64,5,40,1,1,46.2,50.0,Sun,7,7,@,CHI,W 38-31,21,5,15,1,13,6,46.2,1,1,100.0,453,2,7,64,5,40,12,104,4,4,4,1,1,0,381,64,5.95,77,5.88,3,29:51,3:21,29,7,18,4,16,8,50.0,1,1,100.0,5,5,5,1,1,0,0,0
72,NWE,2018-10-29,0,2,5,33,6,51,4,2,35.7,28.6,Mon,8,8,@,BUF,W 25-6,22,6,15,1,14,5,35.7,0,0,,333,2,5,33,6,51,11,84,0,0,0,2,2,0,387,72,5.38,63,5.29,0,31:50,3:14,16,3,13,0,14,4,28.6,2,0,0.0,2,1,1,5,4,1,0,0
73,NWE,2018-11-04,0,1,5,30,7,63,1,1,36.4,46.2,Sun,9,9,,GNB,W 31-17,28,11,13,4,11,4,36.4,1,0,0.0,367,1,5,30,7,63,12,93,2,2,2,1,1,0,433,69,6.28,69,5.32,0,27:26,3:10,22,6,14,2,13,6,46.2,1,0,0.0,4,4,4,1,1,0,0,0
74,NWE,2018-11-11,0,0,4,31,4,35,1,2,20.0,41.7,Sun,10,10,@,TEN,L 10-34,16,4,12,0,15,3,20.0,3,2,66.7,385,0,4,31,4,35,8,66,4,4,4,2,2,0,284,65,4.37,63,6.11,0,27:03,2:59,23,11,11,1,12,5,41.7,0,0,,1,1,1,2,1,0,0,0
75,NWE,2018-11-25,0,1,11,105,8,47,2,2,41.7,42.9,Sun,11,12,@,NYJ,W 27-13,25,11,12,2,12,5,41.7,1,1,100.0,338,1,11,105,8,47,19,152,1,1,1,2,2,0,498,67,7.43,62,5.45,0,34:26,2:58,18,4,12,2,14,6,42.9,1,0,0.0,3,3,3,2,2,0,0,0
