,,,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,,,,,,,,,,,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,Penalties,Penalties,,Kicking,Kicking,Kicking,Kicking,,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,,PAT,PAT,FG,FG,,,
37,CAR,2016-10-10,4,0,7,60,5,40,0,3,12.5,40.0,Mon,5,5,,TAM,L 14-17,20,5,14,1,8,1,12.5,1,1,100.0,315,0,7,60,5,40,12,100,1,0,0,5,3,0,414,53,7.81,69,4.57,4,25:51,3:23,20,8,10,2,15,6,40.0,0,0,,2,2,2,1,0,0,0,0
38,CAR,2016-10-16,2,1,5,51,10,126,1,2,27.3,50.0,Sun,6,6,@,NOR,L 38-41,32,9,20,3,11,3,27.3,1,1,100.0,523,1,5,51,10,126,15,177,5,5,5,3,2,0,406,76,5.34,71,7.37,2,31:05,3:42,23,3,19,1,16,8,50.0,1,1,100.0,5,4,3,1,1,1,1,0
39,CAR,2016-10-30,1,2,5,40,10,88,3,0,42.9,33.3,Sun,7,8,,ARI,W 30-20,19,9,10,0,14,6,42.9,2,1,50.0,340,2,5,40,10,88,15,128,3,2,2,0,0,0,349,64,5.45,64,5.31,1,30:48,3:32,22,2,19,1,12,4,33.3,1,1,100.0,3,3,3,3,3,0,0,0
40,CAR,2016-11-06,0,1,5,35,10,109,2,1,40.0,28.6,Sun,8,9,@,LAR,W 13-10,16,3,11,2,15,6,40.0,0,0,,339,1,5,35,10,109,15,144,1,1,1,3,1,0,244,62,3.94,67,5.06,0,34:12,3:01,18,3,15,0,14,4,28.6,3,2,66.7,1,1,1,3,2,0,0,0
41,CAR,2016-11-13,2,1,6,53,9,45,1,4,42.9,16.7,Sun,9,10,,KAN,L 17-20,22,7,13,2,14,6,42.9,1,1,100.0,256,1,6,53,9,45,15,98,1,0,0,4,4,0,341,69,4.94,61,4.20,2,35:12,3:02,18,8,9,1,12,2,16.7,1,1,100.0,2,2,2,1,1,0,0,0
42,CAR,2016-11-17,0,2,6,45,6,48,3,2,41.2,30.8,Thu,10,11,,NOR,W 23-20,17,5,10,2,17,7,41.2,0,0,,371,2,6,45,6,48,12,93,2,2,2,3,2,0,223,62,3.60,72,5.15,0,27:45,3:14,28,7,19,2,13,4,30.8,2,2,100.0,2,2,2,3,3,0,0,0
43,CAR,2016-11-27,2,2,7,67,7,46,0,2,30.0,53.3,Sun,11,12,@,OAK,L 32-35,19,7,8,4,10,3,30.0,1,0,0.0,366,2,7,67,7,46,14,113,4,3,3,2,2,0,358,56,6.39,71,5.15,2,26:23,3:19,22,5,15,2,15,8,53.3,0,0,,5,3,2,0,0,2,0,0
44,CAR,2016-12-04,2,1,6,63,6,37,0,4,41.7,50.0,Sun,12,13,@,SEA,L 7-40,14,5,9,0,12,5,41.7,1,0,0.0,534,1,6,63,6,37,12,100,4,4,4,4,4,0,271,54,5.02,71,7.52,2,25:59,3:10,29,11,16,2,14,7,50.0,1,0,0.0,1,1,1,0,0,0,0,0
45,CAR,2016-12-11,1,5,5,35,7,32,4,1,33.3,38.5,Sun,13,14,,SDG,W 28-16,17,6,9,2,15,5,33.3,1,1,100.0,278,5,5,35,7,32,12,67,2,1,1,1,1,0,272,67,4.06,64,4.34,1,32:37,3:25,17,7,10,0,13,5,38.5,1,0,0.0,2,2,2,4,4,0,0,1
46,CAR,2016-12-19,0,3,6,62,7,70,4,3,26.7,16.7,Mon,14,15,@,WAS,W 26-15,22,6,15,1,15,4,26.7,0,0,,335,3,6,62,7,70,13,132,1,1,0,3,3,0,438,72,6.08,61,5.49,0,34:39,3:26,18,2,14,2,12,2,16.7,1,1,100.0,2,2,2,5,4,0,0,0
47,CAR,2016-12-24,2,0,4,24,6,45,3,4,26.7,42.9,Sat,15,16,,ATL,L 16-33,17,6,10,1,15,4,26.7,4,3,75.0,408,0,4,24,6,45,10,69,3,3,3,5,4,0,302,68,4.44,61,6.69,2,27:15,3:15,21,6,13,2,14,6,42.9,0,0,,1,1,1,3,3,0,0,0
48,CAR,2017-01-01,3,2,4,45,5,30,1,1,26.7,33.3,Sun,16,17,@,TAM,L 16-17,18,6,12,0,15,4,26.7,2,2,100.0,300,2,4,45,5,30,9,75,2,2,2,3,1,0,335,67,5.00,63,4.76,3,32:24,3:07,18,7,11,0,12,4,33.3,0,0,,2,1,1,4,1,1,0,0
49,CAR,2017-09-10,2,2,5,40,10,74,3,1,53.8,18.2,Sun,1,1,@,SFO,W 23-3,20,9,8,3,13,7,53.8,0,0,,217,2,5,40,10,74,15,114,0,0,0,1,1,0,287,63,4.56,54,4.02,2,34:21,2:55,13,2,10,1,11,2,18.2,4,1,25.0,2,2,2,3,3,0,0,0
50,CAR,2017-09-17,0,0,6,40,5,44,3,1,43.8,30.8,Sun,2,2,,BUF,W 9-3,19,6,12,1,16,7,43.8,0,0,,176,0,6,40,5,44,11,84,0,0,0,1,1,0,255,66,3.86,51,3.45,0,38:53,2:49,10,2,8,0,13,4,30.8,2,0,0.0,0,0,0,3,3,0,0,0
51,CAR,2017-09-24,3,0,1,5,1,10,2,2,50.0,50.0,Sun,3,3,,NOR,L 13-34,18,11,7,0,14,7,50.0,0,0,,362,0,1,5,1,10,2,15,4,4,4,3,2,0,288,59,4.88,57,6.35,3,28:51,2:52,21,9,12,0,12,6,50.0,0,0,,1,1,1,2,2,0,0,0
52,CAR,2017-10-01,2,0,1,33,7,55,2,3,66.7,50.0,Sun,4,4,@,NWE,W 33-30,28,7,18,3,9,6,66.7,0,0,,373,0,1,33,7,55,8,88,3,3,3,3,3,0,444,60,7.40,67,5.57,2,28:53,3:00,24,5,18,1,14,7,50.0,2,2,100.0,4,4,3,2,2,0,0,0
53,CAR,2017-10-08,0,1,11,100,1,10,2,1,43.8,38.5,Sun,5,5,@,DET,W 27-24,16,3,13,0,16,7,43.8,0,0,,242,1,11,100,1,10,12,110,3,3,3,1,1,0,362,64,5.66,56,4.32,0,35:23,3:09,19,4,11,4,13,5,38.5,1,0,0.0,3,3,3,3,2,0,0,0
54,CAR,2017-10-12,3,1,1,1,10,126,3,2,25.0,35.7,Thu,6,6,,PHI,L 23-28,23,7,12,4,16,4,25.0,3,1,33.3,310,1,1,1,10,126,11,127,3,2,2,2,2,0,305,79,3.86,60,5.17,3,31:26,3:20,15,4,11,0,14,5,35.7,1,1,100.0,2,2,2,3,3,0,0,0
55,CAR,2017-10-22,3,0,4,35,5,40,1,1,40.0,18.2,Sun,7,7,@,CHI,L 3-17,20,7,12,1,15,6,40.0,1,0,0.0,153,0,4,35,5,40,9,75,2,2,2,2,1,0,293,69,4.25,37,4.14,3,38:35,2:45,5,3,2,0,11,2,18.2,0,0,,0,0,0,1,1,0,0,0
56,CAR,2017-10-29,1,3,5,51,6,55,1,1,47.1,16.7,Sun,8,8,@,TAM,W 17-3,14,8,6,0,17,8,47.1,0,0,,279,3,5,51,6,55,11,106,0,0,0,1,1,0,254,63,4.03,63,4.43,1,32:11,2:58,16,6,9,1,12,2,16.7,1,0,0.0,2,2,2,1,1,0,0,0
57,CAR,2017-11-05,2,1,5,29,8,70,2,1,30.8,33.3,Sun,9,9,,ATL,W 20-17,20,12,6,2,13,4,30.8,2,1,50.0,355,1,5,29,8,70,13,99,2,2,2,1,1,0,330,63,5.24,58,6.12,2,32:52,3:04,17,3,13,1,12,4,33.3,3,0,0.0,2,2,2,2,2,0,0,0
58,CAR,2017-11-13,0,1,6,37,7,57,1,0,78.6,58.3,Mon,10,10,,MIA,W 45-21,30,12,16,2,14,11,78.6,0,0,,313,1,6,37,7,57,13,94,3,3,3,0,0,0,548,71,7.72,54,5.80,0,35:39,3:05,17,3,12,2,12,7,58.3,1,0,0.0,6,6,6,1,1,0,0,0
59,CAR,2017-11-26,0,1,10,84,7,68,3,2,21.4,35.7,Sun,11,12,@,NYJ,W 35-27,17,5,9,3,14,3,21.4,1,1,100.0,391,1,10,84,7,68,17,152,3,3,3,2,2,0,299,64,4.67,65,6.02,0,31:50,3:25,21,3,14,4,14,5,35.7,0,0,,4,1,0,3,3,3,1,0
60,CAR,2017-12-03,1,1,6,54,7,68,0,1,30.0,40.0,Sun,12,13,@,NOR,L 21-31,16,4,8,4,10,3,30.0,2,0,0.0,400,1,6,54,7,68,13,122,4,4,4,2,1,0,279,53,5.26,64,6.25,1,26:39,3:02,19,5,12,2,15,6,40.0,1,1,100.0,3,3,3,0,0,0,0,0
61,CAR,2017-12-10,1,3,6,48,2,30,1,3,33.3,46.7,Sun,13,14,,MIN,W 31-24,15,6,7,2,15,5,33.3,0,0,,356,3,6,48,2,30,8,78,2,1,1,4,3,0,345,63,5.48,71,5.01,1,31:18,3:06,21,5,14,2,15,7,46.7,1,0,0.0,4,4,4,1,1,0,0,0
62,CAR,2017-12-17,0,4,5,40,6,28,1,1,50.0,36.4,Sun,14,15,,GNB,W 31-24,29,11,15,3,12,6,50.0,0,0,,384,4,5,40,6,28,11,68,3,3,3,1,1,0,387,70,5.53,67,5.73,0,33:57,3:14,24,9,13,2,11,4,36.4,3,2,66.7,4,4,4,1,1,0,0,0
63,CAR,2017-12-24,1,3,6,50,12,72,3,4,30.8,54.5,Sun,15,16,,TAM,W 22-19,20,8,9,3,13,4,30.8,1,1,100.0,392,3,6,50,12,72,18,122,1,1,1,5,4,0,255,59,4.32,57,6.88,1,30:30,3:05,20,3,12,5,11,6,54.5,0,0,,2,2,1,3,3,0,0,0
64,CAR,2017-12-31,3,0,5,35,7,60,1,5,33.3,37.5,Sun,16,17,@,ATL,L 10-22,15,5,9,1,15,5,33.3,1,1,100.0,371,0,5,35,7,60,12,95,1,1,1,5,5,0,248,60,4.13,72,5.15,3,25:18,3:09,20,3,16,1,16,6,37.5,0,0,,1,1,1,1,1,0,0,0
65,CAR,2018-09-09,1,1,9,80,10,85,1,0,33.3,18.2,Sun,1,1,,DAL,W 16-8,20,9,9,2,12,4,33.3,0,0,,232,1,9,80,10,85,19,165,1,0,0,1,0,0,293,61,4.80,57,4.07,1,30:36,3:02,17,4,10,3,11,2,18.2,1,0,0.0,2,1,1,1,1,1,0,0
66,CAR,2018-09-16,1,1,7,49,2,26,1,1,45.5,54.5,Sun,2,2,@,ATL,L 24-31,27,6,20,1,11,5,45.5,1,1,100.0,442,1,7,49,2,26,9,75,4,4,4,1,1,0,439,65,6.75,60,7.37,1,30:18,3:08,23,10,12,1,11,6,54.5,0,0,,3,3,3,1,1,0,0,0
67,CAR,2018-09-23,0,4,3,17,4,36,1,0,46.2,40.0,Sun,3,3,,CIN,W 31-21,23,11,10,2,13,6,46.2,1,0,0.0,396,4,3,17,4,36,7,53,3,3,3,1,0,0,377,66,5.71,61,6.49,0,33:55,3:07,25,6,18,1,10,4,40.0,0,0,,4,4,4,1,1,0,0,0
68,CAR,2018-10-07,2,3,4,22,8,62,4,3,30.8,0.0,Sun,4,5,,NYG,W 33-31,21,6,12,3,13,4,30.8,1,1,100.0,432,3,4,22,8,62,12,84,3,2,2,3,3,0,350,67,5.22,54,8.00,2,35:27,3:21,18,3,15,0,7,0,0.0,2,1,50.0,3,3,3,4,4,0,0,0
69,CAR,2018-10-14,3,0,8,55,5,43,1,3,33.3,43.8,Sun,5,6,@,WAS,L 17-23,22,7,15,0,9,3,33.3,1,0,0.0,288,0,8,55,5,43,13,98,2,2,2,3,3,0,350,59,5.93,67,4.30,3,24:36,2:55,18,7,10,1,16,7,43.8,2,1,50.0,2,1,0,1,1,1,1,0
70,CAR,2018-10-21,0,1,5,78,4,35,0,1,45.5,25.0,Sun,6,7,@,PHI,W 21-17,19,6,13,0,11,5,45.5,1,1,100.0,342,1,5,78,4,35,9,113,2,2,2,2,1,0,371,58,6.40,65,5.26,0,24:43,2:55,21,6,14,1,12,3,25.0,4,3,75.0,3,2,1,0,0,1,1,0
71,CAR,2018-10-28,0,3,4,30,9,68,3,0,50.0,50.0,Sun,7,8,,BAL,W 36-21,22,7,14,1,12,6,50.0,1,1,100.0,325,3,4,30,9,68,13,98,3,3,3,0,0,0,386,63,6.13,64,5.08,0,34:01,3:05,20,8,11,1,12,6,50.0,2,1,50.0,4,3,3,3,3,1,0,0
72,CAR,2018-11-04,0,2,9,84,8,49,0,0,40.0,41.7,Sun,8,9,,TAM,W 42-28,22,8,11,3,10,4,40.0,1,0,0.0,301,2,9,84,8,49,17,133,4,4,4,0,0,0,407,59,6.90,65,4.63,0,31:00,3:16,23,3,17,3,12,5,41.7,2,1,50.0,6,6,6,0,0,0,0,0
73,CAR,2018-11-08,2,0,5,42,1,24,0,1,36.4,72.7,Thu,9,10,@,PIT,L 21-52,18,5,12,1,11,4,36.4,1,1,100.0,457,0,5,42,1,24,6,66,7,7,7,1,1,0,242,56,4.32,58,7.88,2,29:25,2:49,25,10,14,1,11,8,72.7,0,0,,3,3,3,0,0,0,0,0
74,CAR,2018-11-18,1,0,2,15,1,5,0,2,45.5,33.3,Sun,10,11,@,DET,L 19-20,20,4,16,0,11,5,45.5,0,0,,309,0,2,15,1,5,3,20,2,2,2,2,2,0,387,57,6.79,64,4.83,1,28:20,2:57,20,9,11,0,12,4,33.3,0,0,,3,2,1,1,0,1,0,0
75,CAR,2018-11-25,1,0,3,30,4,36,2,3,37.5,42.9,Sun,11,12,,SEA,L 27-30,26,10,13,3,8,3,37.5,1,0,0.0,397,0,3,30,4,36,7,66,3,3,3,3,3,0,476,57,8.35,61,6.51,1,29:34,3:03,21,7,13,1,14,6,42.9,2,2,100.0,3,3,3,3,2,0,0,0
76,CAR,2018-12-02,4,1,7,104,9,69,1,1,37.5,46.2,Sun,12,13,@,TAM,L 17-24,27,8,17,2,8,3,37.5,1,0,0.0,315,1,7,104,9,69,16,173,3,3,3,1,1,0,444,65,6.83,59,5.34,4,30:06,3:02,18,5,11,2,13,6,46.2,0,0,,2,2,2,1,1,0,0,0
77,CAR,2018-12-09,1,2,10,68,7,52,2,2,35.7,44.4,Sun,13,14,@,CLE,L 20-26,22,6,14,2,14,5,35.7,3,2,66.7,348,2,10,68,7,52,17,120,3,3,2,2,2,0,393,69,5.70,45,7.73,1,33:50,3:10,12,6,5,1,9,4,44.4,0,0,,2,2,2,2,2,0,0,0
