Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time
31,NYJ,2015-12-27,285,3,143,0,1,221,63,34:04,Sun,15,16,,NWE,W 26-20 (OT),26,41,15,63.4,3,0,7.3,0.0,109.4,1,11,2.38,7.0,6.79,8.41,8.21,11.0,22,2.9,0,22,31,71.0,1,2,10,1,88.2,27,428,69,6.2,55,5.16,1,3:05
32,NYJ,2016-01-03,178,2,122,0,3,182,113,20:47,Sun,16,17,@,BUF,L 17-22,16,37,21,43.2,2,3,5.4,8.1,42.7,1,3,2.63,4.8,4.68,2.24,2.18,11.1,43,2.6,2,18,28,64.3,0,2,0,0,82.7,17,300,55,5.45,73,4.04,3,3:04
33,NYJ,2016-09-11,188,2,152,0,1,324,57,34:53,Sun,1,1,,CIN,L 22-23,19,35,16,54.3,2,1,5.7,2.9,77.0,1,1,2.78,5.4,5.22,5.23,5.08,9.9,19,3.0,1,23,30,76.7,1,7,42,1,108.2,30,340,66,5.15,56,6.8,1,3:01
34,NYJ,2016-09-15,370,1,123,3,1,307,86,39:12,Thu,2,2,@,BUF,W 37-31,24,34,10,70.6,1,0,2.9,0.0,116.5,1,4,2.86,10.9,10.57,11.47,11.14,15.4,19,4.5,0,19,31,61.3,3,0,0,1,113.2,36,493,71,6.94,50,7.86,1,3:13
35,NYJ,2016-09-25,188,0,117,0,8,221,72,27:55,Sun,3,3,@,KAN,L 3-24,20,44,24,45.5,0,6,0.0,13.6,18.2,0,0,0.0,4.3,4.27,-1.86,-1.86,9.4,27,2.7,0,25,33,75.8,1,2,16,0,103.2,22,305,66,4.62,62,4.73,8,2:54
36,NYJ,2016-10-02,247,1,58,0,3,288,66,29:15,Sun,4,4,,SEA,L 17-27,23,41,18,56.1,1,3,2.4,7.3,53.0,4,14,8.89,6.0,5.49,3.22,2.93,10.7,26,2.5,0,23,32,71.9,3,2,21,0,130.7,20,305,65,4.69,60,5.9,3,3:04
37,NYJ,2016-10-09,244,1,72,0,0,375,61,28:10,Sun,5,5,@,PIT,L 13-31,25,38,13,65.8,1,0,2.6,0.0,93.6,3,11,7.32,6.4,5.95,6.95,6.44,9.8,24,2.5,0,34,47,72.3,4,1,5,0,124.0,17,316,58,5.45,72,6.06,0,3:00
38,NYJ,2016-10-17,197,0,33,0,2,225,171,23:58,Mon,6,6,@,ARI,L 3-28,20,37,17,54.1,0,2,0.0,5.4,47.7,1,8,2.63,5.3,5.18,2.89,2.82,9.9,35,4.9,3,24,35,68.6,1,0,0,0,95.5,14,230,52,4.42,70,5.66,2,3:05
39,NYJ,2016-10-23,189,2,155,1,2,234,11,36:37,Sun,7,7,,BAL,W 24-16,13,22,9,59.1,2,0,9.1,0.0,122.3,5,26,18.52,8.6,7.0,10.41,8.48,14.5,11,1.0,0,25,44,56.8,0,2,14,2,52.7,39,344,66,5.21,57,4.3,2,2:54
40,NYJ,2016-10-30,222,1,171,3,0,339,68,33:41,Sun,8,8,@,CLE,W 31-28,16,34,18,47.1,1,0,2.9,0.0,79.0,2,6,5.56,6.5,6.17,7.12,6.72,13.9,18,3.8,1,27,51,52.9,2,1,6,2,70.6,35,393,71,5.54,70,5.81,0,3:15
41,NYJ,2016-11-06,191,1,140,1,2,137,137,29:38,Sun,9,9,@,MIA,L 23-27,18,29,11,62.1,1,2,3.4,6.9,67.2,3,22,9.38,6.6,5.97,4.17,3.78,10.6,32,4.3,1,17,29,58.6,1,1,12,0,82.1,21,331,53,6.25,62,4.42,2,3:19
42,NYJ,2016-11-13,157,1,139,0,1,155,125,25:31,Sun,10,10,,LAR,L 6-9,19,32,13,59.4,1,1,3.1,3.1,70.2,1,6,3.03,4.9,4.76,4.13,4.0,8.3,34,3.7,0,17,30,56.7,0,3,10,0,70.8,25,296,58,5.1,67,4.18,1,2:54
43,NYJ,2016-11-27,269,2,64,0,2,286,91,29:24,Sun,11,12,,NWE,L 17-22,22,32,10,68.8,2,0,6.3,0.0,115.2,1,0,3.03,8.4,8.15,9.66,9.36,12.2,21,4.3,0,30,50,60.0,2,0,0,0,89.2,23,333,56,5.95,71,5.31,2,3:04
44,NYJ,2016-12-05,214,1,36,0,3,282,139,21:36,Mon,12,13,,IND,L 10-41,16,37,21,43.2,1,3,2.7,8.1,37.7,1,2,2.63,5.8,5.63,2.68,2.61,13.4,40,3.5,1,23,29,79.3,4,1,7,0,146.8,14,250,52,4.81,70,6.01,3,2:53
45,NYJ,2016-12-11,216,0,188,2,1,116,248,41:55,Sun,13,14,@,SFO,W 23-17 (OT),23,35,12,65.7,0,1,0.0,2.9,75.5,6,41,14.63,6.2,5.27,4.89,4.17,9.4,27,9.2,1,15,26,57.7,1,2,17,0,81.6,40,404,81,4.99,55,6.62,1,3:21
46,NYJ,2016-12-17,244,1,116,0,4,236,67,32:32,Sat,14,15,,MIA,L 13-34,25,46,21,54.3,1,3,2.2,6.5,51.5,3,22,6.12,5.3,4.98,2.8,2.63,9.8,27,2.5,0,12,18,66.7,4,1,0,1,126.2,23,360,72,5.0,46,6.59,4,3:02
47,NYJ,2016-12-24,128,0,111,0,4,211,114,25:17,Sat,15,16,@,NWE,L 3-41,8,24,16,33.3,0,3,0.0,12.5,13.9,2,8,7.69,5.3,4.92,-0.29,-0.27,16.0,40,2.9,2,18,29,62.1,3,1,9,0,118.6,29,239,55,4.35,70,4.64,4,2:48
48,NYJ,2017-01-01,202,2,127,0,0,162,68,31:27,Sun,16,17,,BUF,W 30-10,20,30,10,66.7,2,0,6.7,0.0,109.0,1,8,3.23,6.7,6.52,8.07,7.81,10.1,28,2.4,1,15,31,48.4,0,3,20,1,50.7,30,329,61,5.39,62,3.71,0,2:58
49,NYJ,2017-09-10,176,0,38,1,2,218,190,26:56,Sun,1,1,@,BUF,L 12-21,26,39,13,66.7,0,2,0.0,5.1,56.3,1,11,2.5,4.5,4.4,2.21,2.15,6.8,42,4.5,1,16,28,57.1,2,2,6,1,91.1,15,214,55,3.89,72,5.67,2,2:54
50,NYJ,2017-09-17,145,2,126,0,2,230,180,28:58,Sun,2,2,@,LVR,L 20-45,16,24,8,66.7,2,0,8.3,0.0,114.2,4,21,14.29,6.0,5.18,7.71,6.61,9.1,27,6.7,3,23,28,82.1,3,0,0,0,136.6,25,271,53,5.11,55,7.45,2,3:00
51,NYJ,2017-09-24,233,1,103,1,1,195,30,36:08,Sun,3,3,,MIA,W 20-6,18,23,5,78.3,1,0,4.3,0.0,126.3,2,16,8.0,10.1,9.32,11.0,10.12,12.9,15,2.0,0,26,45,57.8,1,3,25,2,57.2,34,336,59,5.69,63,3.57,1,2:58
52,NYJ,2017-10-01,215,0,256,2,2,136,175,34:24,Sun,4,4,,JAX,W 23-20 (OT),23,32,9,71.9,0,1,0.0,3.1,82.2,5,40,13.51,6.7,5.81,5.31,4.59,9.3,39,4.5,0,15,35,42.9,1,1,4,1,51.6,32,471,69,6.83,75,4.15,2,3:33
53,NYJ,2017-10-08,178,2,34,0,1,279,140,25:34,Sun,5,5,@,CLE,W 17-14,23,30,7,76.7,2,1,6.7,3.3,101.2,3,16,9.09,5.9,5.39,5.77,5.24,7.7,33,4.2,0,24,36,66.7,2,1,2,2,85.3,18,212,51,4.16,70,5.99,1,2:57
54,NYJ,2017-10-15,334,2,74,0,3,257,118,33:40,Sun,6,6,,NWE,L 17-24,31,47,16,66.0,2,2,4.3,4.3,84.9,4,20,7.84,7.1,6.55,6.04,5.57,10.8,25,4.7,1,20,38,52.6,2,0,0,1,80.7,24,408,75,5.44,63,5.95,3,3:10
55,NYJ,2017-10-22,180,3,92,1,2,304,53,28:02,Sun,7,7,@,MIA,L 28-31,17,27,10,63.0,3,1,11.1,3.7,108.4,3,29,10.0,6.7,6.0,7.22,6.5,10.6,25,2.1,0,25,37,67.6,4,3,22,2,106.1,22,272,52,5.23,65,5.49,2,3:25
56,NYJ,2017-10-29,236,2,43,0,1,246,140,31:41,Sun,8,8,,ATL,L 20-25,26,33,7,78.8,2,0,6.1,0.0,119.3,3,21,8.33,7.2,6.56,8.36,7.67,9.1,32,4.4,0,18,29,62.1,2,1,8,0,112.1,22,279,58,4.81,62,6.23,1,3:02
57,NYJ,2017-11-02,137,1,194,3,0,244,63,33:30,Thu,9,9,,BUF,W 34-21,14,20,6,70.0,1,0,5.0,0.0,106.2,1,3,4.76,6.9,6.52,7.85,7.48,9.8,22,2.9,1,29,40,72.5,2,7,41,0,104.6,41,331,62,5.34,69,4.45,0,3:20
58,NYJ,2017-11-12,219,1,56,0,2,181,90,28:06,Sun,10,10,@,TAM,L 10-15,23,39,16,59.0,1,1,2.6,2.6,77.1,6,43,13.33,5.6,4.87,4.97,4.31,9.5,31,2.9,0,17,34,50.0,1,1,6,1,63.5,19,275,64,4.3,66,4.11,2,3:02
59,NYJ,2017-11-26,282,3,109,0,1,154,145,28:10,Sun,11,12,,CAR,L 27-35,19,36,17,52.8,3,0,8.3,0.0,109.4,3,25,7.69,7.8,7.23,9.5,8.77,14.8,33,4.4,2,11,28,39.3,0,3,14,0,57.7,26,391,65,6.02,64,4.67,1,3:25
60,NYJ,2017-12-03,331,1,157,3,0,362,112,42:49,Sun,12,13,,KAN,W 38-31,26,36,10,72.2,1,0,2.8,0.0,109.8,0,0,0.0,9.2,9.19,9.75,9.75,12.7,11,10.2,0,19,33,57.6,4,2,4,0,135.4,49,488,85,5.74,46,10.3,0,3:20
61,NYJ,2017-12-10,41,0,59,0,2,189,84,22:25,Sun,13,14,@,DEN,L 0-23,8,21,13,38.1,0,1,0.0,4.8,26.5,4,19,16.0,2.0,1.64,-0.19,-0.16,5.1,35,2.4,1,19,31,61.3,1,2,11,0,89.3,23,100,48,2.08,68,4.01,2,2:45
62,NYJ,2017-12-17,170,1,124,1,2,281,131,30:50,Sun,14,15,@,NOR,L 19-31,19,39,20,48.7,1,2,2.6,5.1,49.0,1,9,2.5,4.4,4.25,2.56,2.5,8.9,28,4.7,2,26,36,72.2,2,0,0,1,101.7,28,294,68,4.32,64,6.44,2,3:20
63,NYJ,2017-12-24,98,0,197,1,3,290,89,27:02,Sun,15,16,,LAC,L 7-14,15,28,13,53.6,0,1,0.0,3.6,49.6,3,21,9.68,3.5,3.16,1.89,1.71,6.5,30,3.0,1,22,40,55.0,1,0,0,0,86.5,30,295,61,4.84,70,5.41,3,3:03
64,NYJ,2017-12-31,207,0,40,0,0,183,147,25:11,Sun,16,17,@,NWE,L 6-26,19,36,17,52.8,0,0,0.0,0.0,72.9,4,25,10.0,5.8,5.18,5.75,5.18,10.9,38,3.9,1,19,40,47.5,2,2,12,0,77.4,19,247,59,4.19,80,4.13,0,3:08
65,NYJ,2018-09-10,180,2,169,2,2,300,39,33:07,Mon,1,1,@,DET,W 48-17,16,21,5,76.2,2,1,9.5,4.8,116.8,2,18,8.7,8.6,7.83,8.33,7.61,11.3,15,2.6,0,29,52,55.8,1,0,0,5,39.4,36,349,59,5.92,67,5.06,2,3:18
66,NYJ,2018-09-16,320,1,42,0,3,122,135,31:35,Sun,2,2,,MIA,L 12-20,25,41,16,61.0,1,2,2.4,4.9,74.6,3,14,6.82,7.8,7.27,6.1,5.68,12.8,31,4.4,1,17,23,73.9,2,4,46,0,114.8,19,362,63,5.75,58,4.43,3,3:04
67,NYJ,2018-09-20,161,0,107,2,3,190,133,29:08,Thu,3,3,@,CLE,L 17-21,15,31,16,48.4,0,2,0.0,6.5,38.2,2,8,6.06,5.2,4.88,2.29,2.15,10.7,33,4.0,2,21,37,56.8,0,4,30,0,70.8,30,268,63,4.25,74,4.36,3,3:13
68,NYJ,2018-09-30,144,1,34,0,0,377,126,22:25,Sun,4,4,@,JAX,L 12-31,17,34,17,50.0,1,0,2.9,0.0,74.0,3,23,8.11,4.2,3.89,4.82,4.43,8.5,34,3.7,1,29,38,76.3,2,2,11,1,113.6,14,178,51,3.49,74,6.8,0,3:12
69,NYJ,2018-10-07,189,3,323,1,2,344,92,28:54,Sun,5,5,,DEN,W 34-16,10,22,12,45.5,3,1,13.6,4.5,98.1,1,9,4.35,8.6,8.22,9.27,8.87,18.9,17,5.4,0,35,51,68.6,2,4,33,1,92.3,38,512,61,8.39,72,6.06,2,3:09
70,NYJ,2018-10-14,267,2,107,0,2,301,127,37:02,Sun,6,6,,IND,W 42-34,24,30,6,80.0,2,1,6.7,3.3,113.9,2,13,6.25,8.9,8.34,8.73,8.19,11.1,23,5.5,0,23,43,53.5,4,0,0,3,77.8,36,374,68,5.5,66,6.48,2,3:10
71,NYJ,2018-10-21,192,1,71,1,4,228,88,27:49,Sun,7,7,,MIN,L 17-37,17,42,25,40.5,1,3,2.4,7.1,34.4,3,14,6.67,4.6,4.27,1.83,1.71,11.3,24,3.7,2,25,40,62.5,2,1,13,0,94.6,24,263,69,3.81,65,4.86,4,3:29
72,NYJ,2018-10-28,150,1,57,0,0,216,179,27:16,Sun,8,8,@,CHI,L 10-24,14,29,15,48.3,1,0,3.4,0.0,75.8,1,3,3.33,5.2,5.0,5.86,5.67,10.7,34,5.3,1,16,29,55.2,2,2,4,0,102.1,24,207,54,3.83,65,6.08,0,3:00
73,NYJ,2018-11-04,202,0,80,0,4,104,64,31:34,Sun,9,9,@,MIA,L 6-13,21,39,18,53.8,0,4,0.0,10.3,31.8,4,27,9.3,5.2,4.7,0.56,0.51,9.6,27,2.4,0,15,24,62.5,0,4,35,0,72.2,21,282,64,4.41,55,3.05,4,2:58
74,NYJ,2018-11-11,116,0,83,1,2,239,212,20:38,Sun,10,10,,BUF,L 10-41,17,34,17,50.0,0,2,0.0,5.9,35.8,3,19,8.11,3.4,3.14,0.76,0.7,6.8,46,4.6,2,16,26,61.5,2,1,8,0,117.3,18,199,55,3.62,73,6.18,2,3:03
75,NYJ,2018-11-25,264,1,74,0,1,283,215,25:34,Sun,11,12,,NWE,L 13-27,26,45,19,57.8,1,1,2.2,2.2,73.9,2,12,4.26,5.9,5.62,5.31,5.09,10.2,36,6.0,1,20,31,64.5,2,0,0,0,115.4,15,338,62,5.45,67,7.43,1,2:58
76,NYJ,2018-12-02,124,0,156,0,1,273,130,33:22,Sun,12,13,@,TEN,L 22-26,17,30,13,56.7,0,1,0.0,3.3,53.2,2,4,6.25,4.1,3.88,2.63,2.47,7.3,22,5.9,1,20,35,57.1,2,3,9,1,89.3,33,280,65,4.31,60,6.72,1,3:17
77,NYJ,2018-12-09,170,1,78,2,2,192,176,26:13,Sun,13,14,@,BUF,W 27-23,16,25,9,64.0,1,1,4.0,4.0,80.4,0,0,0.0,6.8,6.8,5.8,5.8,10.6,31,5.7,2,18,37,48.6,0,3,14,2,41.7,28,248,53,4.68,71,5.18,2,3:12
78,NYJ,2018-12-15,228,2,90,1,1,239,47,35:04,Sat,14,15,,HOU,L 22-29,24,38,14,63.2,2,0,5.3,0.0,100.0,3,25,7.32,6.0,5.56,7.05,6.54,9.5,17,2.8,0,22,28,78.6,2,6,55,0,126.0,31,318,72,4.42,51,5.61,1,3:09
79,NYJ,2018-12-23,323,3,47,1,0,413,127,29:18,Sun,15,16,,GNB,L 38-44 (OT),24,35,11,68.6,3,0,8.6,0.0,128.4,2,18,5.41,9.2,8.73,10.94,10.35,13.5,20,6.4,3,37,55,67.3,2,4,29,0,101.6,20,370,57,6.49,79,6.84,0,3:47
80,NYJ,2018-12-30,135,0,104,0,3,244,131,27:47,Sun,16,17,@,NWE,L 3-38,16,28,12,57.1,0,0,0.0,0.0,74.6,4,32,12.5,4.8,4.22,4.82,4.22,8.4,30,4.4,0,24,33,72.7,4,1,6,0,133.1,23,239,55,4.35,64,5.86,3,2:56
81,NYJ,2019-09-08,155,1,68,0,1,242,128,32:01,Sun,1,1,,BUF,L 16-17,28,41,13,68.3,1,0,2.4,0.0,84.9,4,20,8.89,3.8,3.44,4.27,3.89,5.5,25,5.1,1,24,37,64.9,1,1,12,2,69.9,21,223,66,3.38,63,5.87,1,3:09
82,NYJ,2019-09-16,169,0,93,0,1,305,70,30:19,Mon,2,2,,CLE,L 3-23,23,31,8,74.2,0,0,0.0,0.0,90.9,4,32,11.43,5.5,4.83,5.45,4.83,7.3,21,3.3,1,19,35,54.3,1,3,20,1,81.2,24,262,59,4.44,59,6.36,1,3:02
83,NYJ,2019-09-22,69,0,36,0,1,313,68,24:46,Sun,3,3,@,NWE,L 14-30,12,22,10,54.5,0,1,0.0,4.5,47.2,5,29,18.52,3.1,2.56,1.09,0.89,5.8,27,2.5,2,30,45,66.7,2,1,7,1,92.2,20,105,47,2.23,73,5.22,1,2:58
